Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:01<00:00, 524.73it/s]
4700| l0_loss: 11218.29102 | mse_loss: 0.35248:  59%|█████▉    | 2406400/4096000 [02:52<02:00, 14039.40it/s]
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.04048111370645652, 'ce_loss_with_ablation': 7.993437767028809, 'ce_loss_with_sae': 7.76271390914917, 'ce_loss_without_sae': 2.2938945293426514}, 'reconstruction_quality': {'explained_variance': -0.007419086992740631, 'mse': 21.32967185974121, 'cossim': 0.1942630261182785}, 'shrinkage': {'l2_norm_in': 43.947296142578125, 'l2_norm_out': 0.2654120624065399, 'l2_ratio': 0.003630600171163678, 'relative_reconstruction_bias': 0.14311698079109192}, 'sparsity': {'l0': 1584.0330810546875, 'l1': 97.4682388305664}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9757440493829393, 'ce_loss_with_ablation': 8.28319263458252, 'ce_loss_with_sae': 2.5719869136810303, 'ce_loss_without_sae': 2.4300124645233154}, 'reconstruction_quality': {'explained_variance': 0.04485549405217171, 'mse': 20.113428115844727, 'cossim': 0.8636889457702637}, 'shrinkage': {'l2_norm_in': 43.7884407043457, 'l2_norm_out': 1.455398440361023, 'l2_ratio': 0.03145812079310417, 'relative_reconstruction_bias': 0.039528828114271164}, 'sparsity': {'l0': 2724.725830078125, 'l1': 2080.857421875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9744274574776439, 'ce_loss_with_ablation': 8.250324249267578, 'ce_loss_with_sae': 2.594423294067383, 'ce_loss_without_sae': 2.4459917545318604}, 'reconstruction_quality': {'explained_variance': 0.041704535484313965, 'mse': 19.72897720336914, 'cossim': 0.8589469790458679}, 'shrinkage': {'l2_norm_in': 44.13230514526367, 'l2_norm_out': 1.457290530204773, 'l2_ratio': 0.03127139434218407, 'relative_reconstruction_bias': 0.0395551435649395}, 'sparsity': {'l0': 2768.72998046875, 'l1': 2112.02490234375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9789930603444197, 'ce_loss_with_ablation': 8.394744873046875, 'ce_loss_with_sae': 2.598385810852051, 'ce_loss_without_sae': 2.4740092754364014}, 'reconstruction_quality': {'explained_variance': 0.03991347551345825, 'mse': 19.729856491088867, 'cossim': 0.8629207015037537}, 'shrinkage': {'l2_norm_in': 44.220821380615234, 'l2_norm_out': 1.4659134149551392, 'l2_ratio': 0.0314142070710659, 'relative_reconstruction_bias': 0.03952756151556969}, 'sparsity': {'l0': 2786.08447265625, 'l1': 2127.85595703125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9767977445577822, 'ce_loss_with_ablation': 8.180709838867188, 'ce_loss_with_sae': 2.557995557785034, 'ce_loss_without_sae': 2.4244370460510254}, 'reconstruction_quality': {'explained_variance': 0.0073586017824709415, 'mse': 17.352750778198242, 'cossim': 0.8751760721206665}, 'shrinkage': {'l2_norm_in': 41.53786849975586, 'l2_norm_out': 1.38910710811615, 'l2_ratio': 0.03201617673039436, 'relative_reconstruction_bias': 0.03956758975982666}, 'sparsity': {'l0': 2827.607421875, 'l1': 2092.479736328125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9793494157670869, 'ce_loss_with_ablation': 7.890441417694092, 'ce_loss_with_sae': 2.5035510063171387, 'ce_loss_without_sae': 2.389962911605835}, 'reconstruction_quality': {'explained_variance': 0.0036714524030685425, 'mse': 16.633195877075195, 'cossim': 0.8774296045303345}, 'shrinkage': {'l2_norm_in': 41.24538803100586, 'l2_norm_out': 1.3830143213272095, 'l2_ratio': 0.03212662786245346, 'relative_reconstruction_bias': 0.03960145264863968}, 'sparsity': {'l0': 2837.05712890625, 'l1': 2090.04296875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9757114748957468, 'ce_loss_with_ablation': 7.853931427001953, 'ce_loss_with_sae': 2.4416797161102295, 'ce_loss_without_sae': 2.3069517612457275}, 'reconstruction_quality': {'explained_variance': 0.001134852645918727, 'mse': 16.139476776123047, 'cossim': 0.874106228351593}, 'shrinkage': {'l2_norm_in': 40.774288177490234, 'l2_norm_out': 1.3595033884048462, 'l2_ratio': 0.031945016235113144, 'relative_reconstruction_bias': 0.03961293399333954}, 'sparsity': {'l0': 2873.10888671875, 'l1': 2088.12109375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9799337516114303, 'ce_loss_with_ablation': 7.938239097595215, 'ce_loss_with_sae': 2.3816604614257812, 'ce_loss_without_sae': 2.2678775787353516}, 'reconstruction_quality': {'explained_variance': 0.006150207947939634, 'mse': 16.67460060119629, 'cossim': 0.8779342770576477}, 'shrinkage': {'l2_norm_in': 41.09651184082031, 'l2_norm_out': 1.3770030736923218, 'l2_ratio': 0.03213917836546898, 'relative_reconstruction_bias': 0.039609361439943314}, 'sparsity': {'l0': 2902.73193359375, 'l1': 2116.134521484375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9860998054020704, 'ce_loss_with_ablation': 8.071582794189453, 'ce_loss_with_sae': 2.2856063842773438, 'ce_loss_without_sae': 2.2040464878082275}, 'reconstruction_quality': {'explained_variance': 0.05622124299407005, 'mse': 20.28957176208496, 'cossim': 0.8851707577705383}, 'shrinkage': {'l2_norm_in': 44.4661865234375, 'l2_norm_out': 1.5216153860092163, 'l2_ratio': 0.03254729509353638, 'relative_reconstruction_bias': 0.03965049982070923}, 'sparsity': {'l0': 2913.879150390625, 'l1': 2249.43310546875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9835125536087584, 'ce_loss_with_ablation': 7.839266300201416, 'ce_loss_with_sae': 2.3990352153778076, 'ce_loss_without_sae': 2.3078360557556152}, 'reconstruction_quality': {'explained_variance': -0.004525159951299429, 'mse': 16.02827262878418, 'cossim': 0.8685991168022156}, 'shrinkage': {'l2_norm_in': 40.885101318359375, 'l2_norm_out': 1.3543781042099, 'l2_ratio': 0.031723957508802414, 'relative_reconstruction_bias': 0.03960118815302849}, 'sparsity': {'l0': 2948.212890625, 'l1': 2133.8798828125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
  warnings.warn(
8000| l0_loss: 14469.50195 | mse_loss: 0.26119: 100%|██████████| 4096000/4096000 [04:54<00:00, 13895.49it/s]
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9811973157091689, 'ce_loss_with_ablation': 7.9237236976623535, 'ce_loss_with_sae': 2.438055992126465, 'ce_loss_without_sae': 2.3329341411590576}, 'reconstruction_quality': {'explained_variance': 0.0030754709150642157, 'mse': 16.359174728393555, 'cossim': 0.8790739178657532}, 'shrinkage': {'l2_norm_in': 40.85554885864258, 'l2_norm_out': 1.369192361831665, 'l2_ratio': 0.03218705207109451, 'relative_reconstruction_bias': 0.039595283567905426}, 'sparsity': {'l0': 2965.753662109375, 'l1': 2147.755615234375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9864443448089649, 'ce_loss_with_ablation': 7.754257678985596, 'ce_loss_with_sae': 2.4479188919067383, 'ce_loss_without_sae': 2.374999523162842}, 'reconstruction_quality': {'explained_variance': 0.004607777576893568, 'mse': 16.378263473510742, 'cossim': 0.8837288022041321}, 'shrinkage': {'l2_norm_in': 41.10640335083008, 'l2_norm_out': 1.3879612684249878, 'l2_ratio': 0.03242255374789238, 'relative_reconstruction_bias': 0.039627429097890854}, 'sparsity': {'l0': 2980.52783203125, 'l1': 2177.733154296875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9805164492076651, 'ce_loss_with_ablation': 7.706046104431152, 'ce_loss_with_sae': 2.4383816719055176, 'ce_loss_without_sae': 2.333709478378296}, 'reconstruction_quality': {'explained_variance': 0.02841949462890625, 'mse': 18.35604476928711, 'cossim': 0.8843182921409607}, 'shrinkage': {'l2_norm_in': 42.60511016845703, 'l2_norm_out': 1.4471081495285034, 'l2_ratio': 0.03250720724463463, 'relative_reconstruction_bias': 0.03961510583758354}, 'sparsity': {'l0': 3017.549560546875, 'l1': 2246.148193359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9793380776820201, 'ce_loss_with_ablation': 8.2566499710083, 'ce_loss_with_sae': 2.2037816047668457, 'ce_loss_without_sae': 2.0760791301727295}, 'reconstruction_quality': {'explained_variance': 0.05746552348136902, 'mse': 20.44130516052246, 'cossim': 0.8889802098274231}, 'shrinkage': {'l2_norm_in': 44.40939712524414, 'l2_norm_out': 1.5256178379058838, 'l2_ratio': 0.032717641443014145, 'relative_reconstruction_bias': 0.039584752172231674}, 'sparsity': {'l0': 3034.8994140625, 'l1': 2328.886962890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.980762893534187, 'ce_loss_with_ablation': 8.236321449279785, 'ce_loss_with_sae': 2.247471809387207, 'ce_loss_without_sae': 2.1300039291381836}, 'reconstruction_quality': {'explained_variance': 0.05089008808135986, 'mse': 19.891550064086914, 'cossim': 0.8906222581863403}, 'shrinkage': {'l2_norm_in': 44.13264083862305, 'l2_norm_out': 1.516158938407898, 'l2_ratio': 0.03278445824980736, 'relative_reconstruction_bias': 0.0396260991692543}, 'sparsity': {'l0': 3042.567626953125, 'l1': 2324.339599609375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9815264106540639, 'ce_loss_with_ablation': 8.337739944458008, 'ce_loss_with_sae': 2.213397979736328, 'ce_loss_without_sae': 2.098129987716675}, 'reconstruction_quality': {'explained_variance': 0.05892563983798027, 'mse': 20.45493507385254, 'cossim': 0.894992470741272}, 'shrinkage': {'l2_norm_in': 44.64028549194336, 'l2_norm_out': 1.546456217765808, 'l2_ratio': 0.03303849697113037, 'relative_reconstruction_bias': 0.039616186171770096}, 'sparsity': {'l0': 3061.934814453125, 'l1': 2356.17822265625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
