Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:02<00:00, 392.20it/s]
4700| auxiliary_reconstruction_loss: 1.57189 | l1_loss: 1.79373 | mse_loss: 1.11648:  59%|█████▉    | 2406400/4096000 [04:07<02:52, 9819.05it/s] 
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.2879974191839516, 'ce_loss_with_ablation': 7.993437767028809, 'ce_loss_with_sae': 6.351984024047852, 'ce_loss_without_sae': 2.2938945293426514}, 'reconstruction_quality': {'explained_variance': -0.007684764452278614, 'mse': 20.112226486206055, 'cossim': 0.3013560473918915}, 'shrinkage': {'l2_norm_in': 42.693267822265625, 'l2_norm_out': 0.04743603616952896, 'l2_ratio': 0.00014257049770094454, 'relative_reconstruction_bias': 0.009461269713938236}, 'sparsity': {'l0': 40.84414291381836, 'l1': 40.17493438720703}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.4936857681198347, 'ce_loss_with_ablation': 8.28319263458252, 'ce_loss_with_sae': 5.393560886383057, 'ce_loss_without_sae': 2.4300124645233154}, 'reconstruction_quality': {'explained_variance': -0.008355054073035717, 'mse': 19.089435577392578, 'cossim': 0.3846682608127594}, 'shrinkage': {'l2_norm_in': 42.53894805908203, 'l2_norm_out': 0.45697543025016785, 'l2_ratio': 0.0011750988196581602, 'relative_reconstruction_bias': 0.039764996618032455}, 'sparsity': {'l0': 50.12617111206055, 'l1': 419.6734313964844}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.4927520837325404, 'ce_loss_with_ablation': 8.250324249267578, 'ce_loss_with_sae': 5.390227317810059, 'ce_loss_without_sae': 2.4459917545318604}, 'reconstruction_quality': {'explained_variance': -0.011073976755142212, 'mse': 18.729969024658203, 'cossim': 0.3800744116306305}, 'shrinkage': {'l2_norm_in': 42.87299728393555, 'l2_norm_out': 0.45150700211524963, 'l2_ratio': 0.0011723986826837063, 'relative_reconstruction_bias': 0.03974902257323265}, 'sparsity': {'l0': 51.53984451293945, 'l1': 413.5270690917969}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.46922299897738384, 'ce_loss_with_ablation': 8.394744873046875, 'ce_loss_with_sae': 5.6165995597839355, 'ce_loss_without_sae': 2.4740092754364014}, 'reconstruction_quality': {'explained_variance': -0.013516909442842007, 'mse': 18.731599807739258, 'cossim': 0.37987518310546875}, 'shrinkage': {'l2_norm_in': 42.958984375, 'l2_norm_out': 0.4483282268047333, 'l2_ratio': 0.00116038229316473, 'relative_reconstruction_bias': 0.039783377200365067}, 'sparsity': {'l0': 49.533203125, 'l1': 410.0431823730469}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.4988944048760336, 'ce_loss_with_ablation': 8.180709838867188, 'ce_loss_with_sae': 5.3089375495910645, 'ce_loss_without_sae': 2.4244370460510254}, 'reconstruction_quality': {'explained_variance': -0.04998419061303139, 'mse': 16.483427047729492, 'cossim': 0.39178863167762756}, 'shrinkage': {'l2_norm_in': 40.35259246826172, 'l2_norm_out': 0.3885067403316498, 'l2_ratio': 0.0011013662442564964, 'relative_reconstruction_bias': 0.03984512761235237}, 'sparsity': {'l0': 44.16640853881836, 'l1': 349.2417297363281}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5252597030195774, 'ce_loss_with_ablation': 7.890441417694092, 'ce_loss_with_sae': 5.0012617111206055, 'ce_loss_without_sae': 2.389962911605835}, 'reconstruction_quality': {'explained_variance': -0.05424255132675171, 'mse': 15.807159423828125, 'cossim': 0.387052983045578}, 'shrinkage': {'l2_norm_in': 40.068458557128906, 'l2_norm_out': 0.3766675591468811, 'l2_ratio': 0.0011038817465305328, 'relative_reconstruction_bias': 0.039836782962083817}, 'sparsity': {'l0': 47.7880859375, 'l1': 337.3323974609375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5086898023654459, 'ce_loss_with_ablation': 7.853931427001953, 'ce_loss_with_sae': 5.0322394371032715, 'ce_loss_without_sae': 2.3069517612457275}, 'reconstruction_quality': {'explained_variance': -0.05639363452792168, 'mse': 15.338858604431152, 'cossim': 0.38804125785827637}, 'shrinkage': {'l2_norm_in': 39.61080551147461, 'l2_norm_out': 0.3670164942741394, 'l2_ratio': 0.0011014683404937387, 'relative_reconstruction_bias': 0.039860982447862625}, 'sparsity': {'l0': 45.85527420043945, 'l1': 326.852294921875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5105592093921681, 'ce_loss_with_ablation': 7.938239097595215, 'ce_loss_with_sae': 5.04318380355835, 'ce_loss_without_sae': 2.2678775787353516}, 'reconstruction_quality': {'explained_variance': -0.05165407061576843, 'mse': 15.842697143554688, 'cossim': 0.3852773606777191}, 'shrinkage': {'l2_norm_in': 39.92383575439453, 'l2_norm_out': 0.3785928785800934, 'l2_ratio': 0.0011227861978113651, 'relative_reconstruction_bias': 0.03992776945233345}, 'sparsity': {'l0': 50.17422103881836, 'l1': 338.0983581542969}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5012023657965665, 'ce_loss_with_ablation': 8.071582794189453, 'ce_loss_with_sae': 5.1307597160339355, 'ce_loss_without_sae': 2.2040464878082275}, 'reconstruction_quality': {'explained_variance': 0.00032014399766921997, 'mse': 19.269887924194336, 'cossim': 0.3847065567970276}, 'shrinkage': {'l2_norm_in': 43.197357177734375, 'l2_norm_out': 0.4717305600643158, 'l2_ratio': 0.0012087190989404917, 'relative_reconstruction_bias': 0.03979037329554558}, 'sparsity': {'l0': 51.64726638793945, 'l1': 430.2829284667969}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.502685976595332, 'ce_loss_with_ablation': 7.839266300201416, 'ce_loss_with_sae': 5.058693885803223, 'ce_loss_without_sae': 2.3078360557556152}, 'reconstruction_quality': {'explained_variance': -0.06158539280295372, 'mse': 15.2295503616333, 'cossim': 0.3841879367828369}, 'shrinkage': {'l2_norm_in': 39.71845626831055, 'l2_norm_out': 0.361223429441452, 'l2_ratio': 0.0010885520605370402, 'relative_reconstruction_bias': 0.0400518961250782}, 'sparsity': {'l0': 45.3544921875, 'l1': 319.9705505371094}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
  warnings.warn(
8000| auxiliary_reconstruction_loss: 1.69330 | l1_loss: 2.88038 | mse_loss: 1.06893: 100%|██████████| 4096000/4096000 [07:02<00:00, 9697.40it/s] 
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5147833825334482, 'ce_loss_with_ablation': 7.9237236976623535, 'ce_loss_with_sae': 5.04567813873291, 'ce_loss_without_sae': 2.3329341411590576}, 'reconstruction_quality': {'explained_variance': -0.05514959245920181, 'mse': 15.545480728149414, 'cossim': 0.38268253207206726}, 'shrinkage': {'l2_norm_in': 39.68973922729492, 'l2_norm_out': 0.3711465299129486, 'l2_ratio': 0.0011190440272912383, 'relative_reconstruction_bias': 0.039884310215711594}, 'sparsity': {'l0': 53.17988204956055, 'l1': 329.6226501464844}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.520685442458649, 'ce_loss_with_ablation': 7.754257678985596, 'ce_loss_with_sae': 4.9533562660217285, 'ce_loss_without_sae': 2.374999523162842}, 'reconstruction_quality': {'explained_variance': -0.05417230352759361, 'mse': 15.569160461425781, 'cossim': 0.385916531085968}, 'shrinkage': {'l2_norm_in': 39.933441162109375, 'l2_norm_out': 0.37049469351768494, 'l2_ratio': 0.0011012157192453742, 'relative_reconstruction_bias': 0.039860643446445465}, 'sparsity': {'l0': 47.18691635131836, 'l1': 328.3116149902344}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5151997631229954, 'ce_loss_with_ablation': 7.706046104431152, 'ce_loss_with_sae': 4.9382195472717285, 'ce_loss_without_sae': 2.333709478378296}, 'reconstruction_quality': {'explained_variance': -0.029059801250696182, 'mse': 17.4334774017334, 'cossim': 0.38500505685806274}, 'shrinkage': {'l2_norm_in': 41.38938522338867, 'l2_norm_out': 0.41889673471450806, 'l2_ratio': 0.0011573458323255181, 'relative_reconstruction_bias': 0.040056683123111725}, 'sparsity': {'l0': 51.935546875, 'l1': 375.0245361328125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.4672218426179213, 'ce_loss_with_ablation': 8.2566499710083, 'ce_loss_with_sae': 5.36895227432251, 'ce_loss_without_sae': 2.0760791301727295}, 'reconstruction_quality': {'explained_variance': 0.0011832541786134243, 'mse': 19.409940719604492, 'cossim': 0.38658905029296875}, 'shrinkage': {'l2_norm_in': 43.14218521118164, 'l2_norm_out': 0.474576860666275, 'l2_ratio': 0.0012162424391135573, 'relative_reconstruction_bias': 0.039808209985494614}, 'sparsity': {'l0': 53.191993713378906, 'l1': 430.540283203125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.48008203421616763, 'ce_loss_with_ablation': 8.236321449279785, 'ce_loss_with_sae': 5.304788112640381, 'ce_loss_without_sae': 2.1300039291381836}, 'reconstruction_quality': {'explained_variance': -0.006035075057297945, 'mse': 18.888870239257812, 'cossim': 0.3855019211769104}, 'shrinkage': {'l2_norm_in': 42.87332534790039, 'l2_norm_out': 0.4625086784362793, 'l2_ratio': 0.0012012480292469263, 'relative_reconstruction_bias': 0.039972927421331406}, 'sparsity': {'l0': 51.6953125, 'l1': 418.3002624511719}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.47840761281428656, 'ce_loss_with_ablation': 8.337739944458008, 'ce_loss_with_sae': 5.352663040161133, 'ce_loss_without_sae': 2.098129987716675}, 'reconstruction_quality': {'explained_variance': 0.0017486863071098924, 'mse': 19.42349624633789, 'cossim': 0.38661813735961914}, 'shrinkage': {'l2_norm_in': 43.36648178100586, 'l2_norm_out': 0.47852951288223267, 'l2_ratio': 0.0012174303410574794, 'relative_reconstruction_bias': 0.03993813320994377}, 'sparsity': {'l0': 52.51250076293945, 'l1': 434.1669921875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
