Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:01<00:00, 519.13it/s]
4700| l0_loss: 11217.48047 | mse_loss: 0.34649:  59%|█████▉    | 2406400/4096000 [02:52<02:00, 14056.87it/s]
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.04015893001213899, 'ce_loss_with_ablation': 7.993437767028809, 'ce_loss_with_sae': 7.76455020904541, 'ce_loss_without_sae': 2.2938945293426514}, 'reconstruction_quality': {'explained_variance': -0.0074298991821706295, 'mse': 21.966100692749023, 'cossim': 0.19631613790988922}, 'shrinkage': {'l2_norm_in': 44.595489501953125, 'l2_norm_out': 0.2557743489742279, 'l2_ratio': 0.00348183186724782, 'relative_reconstruction_bias': 0.135784313082695}, 'sparsity': {'l0': 1554.6488037109375, 'l1': 95.04264068603516}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9760632344979638, 'ce_loss_with_ablation': 8.28319263458252, 'ce_loss_with_sae': 2.5701186656951904, 'ce_loss_without_sae': 2.4300124645233154}, 'reconstruction_quality': {'explained_variance': 0.044159214943647385, 'mse': 20.734914779663086, 'cossim': 0.8643695712089539}, 'shrinkage': {'l2_norm_in': 44.434295654296875, 'l2_norm_out': 1.4564956426620483, 'l2_ratio': 0.031031614169478416, 'relative_reconstruction_bias': 0.03895559534430504}, 'sparsity': {'l0': 2708.5390625, 'l1': 2126.464599609375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9747730706771599, 'ce_loss_with_ablation': 8.250324249267578, 'ce_loss_with_sae': 2.5924172401428223, 'ce_loss_without_sae': 2.4459917545318604}, 'reconstruction_quality': {'explained_variance': 0.0410161130130291, 'mse': 20.3385066986084, 'cossim': 0.8597165942192078}, 'shrinkage': {'l2_norm_in': 44.78322982788086, 'l2_norm_out': 1.458325982093811, 'l2_ratio': 0.03084556572139263, 'relative_reconstruction_bias': 0.03897976502776146}, 'sparsity': {'l0': 2750.503662109375, 'l1': 2158.141357421875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9790058254288132, 'ce_loss_with_ablation': 8.394744873046875, 'ce_loss_with_sae': 2.5983102321624756, 'ce_loss_without_sae': 2.4740092754364014}, 'reconstruction_quality': {'explained_variance': 0.03923149034380913, 'mse': 20.33893394470215, 'cossim': 0.863743007183075}, 'shrinkage': {'l2_norm_in': 44.873046875, 'l2_norm_out': 1.4673281908035278, 'l2_ratio': 0.030992913991212845, 'relative_reconstruction_bias': 0.038963187485933304}, 'sparsity': {'l0': 2768.0263671875, 'l1': 2175.639892578125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9771491012219491, 'ce_loss_with_ablation': 8.180709838867188, 'ce_loss_with_sae': 2.5559730529785156, 'ce_loss_without_sae': 2.4244370460510254}, 'reconstruction_quality': {'explained_variance': 0.006631083320826292, 'mse': 17.88886833190918, 'cossim': 0.8759095072746277}, 'shrinkage': {'l2_norm_in': 42.15052032470703, 'l2_norm_out': 1.3905812501907349, 'l2_ratio': 0.031590815633535385, 'relative_reconstruction_bias': 0.03899036720395088}, 'sparsity': {'l0': 2808.791259765625, 'l1': 2137.61376953125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9796395242636768, 'ce_loss_with_ablation': 7.890441417694092, 'ce_loss_with_sae': 2.501955270767212, 'ce_loss_without_sae': 2.389962911605835}, 'reconstruction_quality': {'explained_variance': 0.0029333976563066244, 'mse': 17.146987915039062, 'cossim': 0.878152072429657}, 'shrinkage': {'l2_norm_in': 41.85373306274414, 'l2_norm_out': 1.3844335079193115, 'l2_ratio': 0.03169840946793556, 'relative_reconstruction_bias': 0.03903012350201607}, 'sparsity': {'l0': 2817.923828125, 'l1': 2135.01220703125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9760331928705921, 'ce_loss_with_ablation': 7.853931427001953, 'ce_loss_with_sae': 2.4398951530456543, 'ce_loss_without_sae': 2.3069517612457275}, 'reconstruction_quality': {'explained_variance': 0.00042591019882820547, 'mse': 16.637901306152344, 'cossim': 0.8750357031822205}, 'shrinkage': {'l2_norm_in': 41.37568283081055, 'l2_norm_out': 1.3612091541290283, 'l2_ratio': 0.03152608498930931, 'relative_reconstruction_bias': 0.0390394888818264}, 'sparsity': {'l0': 2852.997802734375, 'l1': 2133.134765625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9801972567213355, 'ce_loss_with_ablation': 7.938239097595215, 'ce_loss_with_sae': 2.3801662921905518, 'ce_loss_without_sae': 2.2678775787353516}, 'reconstruction_quality': {'explained_variance': 0.00542317284271121, 'mse': 17.1895809173584, 'cossim': 0.8787523508071899}, 'shrinkage': {'l2_norm_in': 41.70266342163086, 'l2_norm_out': 1.378588080406189, 'l2_ratio': 0.03171242028474808, 'relative_reconstruction_bias': 0.039037298411130905}, 'sparsity': {'l0': 2881.521240234375, 'l1': 2160.944580078125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9862108974109183, 'ce_loss_with_ablation': 8.071582794189453, 'ce_loss_with_sae': 2.28495454788208, 'ce_loss_without_sae': 2.2040464878082275}, 'reconstruction_quality': {'explained_variance': 0.05548720434308052, 'mse': 20.91668128967285, 'cossim': 0.8858427405357361}, 'shrinkage': {'l2_norm_in': 45.122039794921875, 'l2_norm_out': 1.522752046585083, 'l2_ratio': 0.03210478276014328, 'relative_reconstruction_bias': 0.03907468542456627}, 'sparsity': {'l0': 2893.4541015625, 'l1': 2297.625732421875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9835239757763842, 'ce_loss_with_ablation': 7.839266300201416, 'ce_loss_with_sae': 2.3989720344543457, 'ce_loss_without_sae': 2.3078360557556152}, 'reconstruction_quality': {'explained_variance': -0.005255562253296375, 'mse': 16.523386001586914, 'cossim': 0.8693025708198547}, 'shrinkage': {'l2_norm_in': 41.48813247680664, 'l2_norm_out': 1.3557370901107788, 'l2_ratio': 0.03130105510354042, 'relative_reconstruction_bias': 0.0390266478061676}, 'sparsity': {'l0': 2925.191650390625, 'l1': 2178.791748046875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
  warnings.warn(
8000| l0_loss: 14267.00195 | mse_loss: 0.26971: 100%|██████████| 4096000/4096000 [04:55<00:00, 13854.52it/s]
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9818670536320414, 'ce_loss_with_ablation': 7.9237236976623535, 'ce_loss_with_sae': 2.434311628341675, 'ce_loss_without_sae': 2.3329341411590576}, 'reconstruction_quality': {'explained_variance': 0.0023389977868646383, 'mse': 16.864444732666016, 'cossim': 0.8798438906669617}, 'shrinkage': {'l2_norm_in': 41.4581413269043, 'l2_norm_out': 1.3707187175750732, 'l2_ratio': 0.031758833676576614, 'relative_reconstruction_bias': 0.03902197629213333}, 'sparsity': {'l0': 2941.6474609375, 'l1': 2192.98779296875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9864863619062004, 'ce_loss_with_ablation': 7.754257678985596, 'ce_loss_with_sae': 2.44769287109375, 'ce_loss_without_sae': 2.374999523162842}, 'reconstruction_quality': {'explained_variance': 0.003852264955639839, 'mse': 16.884084701538086, 'cossim': 0.8844538927078247}, 'shrinkage': {'l2_norm_in': 41.71269607543945, 'l2_norm_out': 1.3893461227416992, 'l2_ratio': 0.031986385583877563, 'relative_reconstruction_bias': 0.03905704244971275}, 'sparsity': {'l0': 2954.66943359375, 'l1': 2223.428955078125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9808238620919263, 'ce_loss_with_ablation': 7.706046104431152, 'ce_loss_with_sae': 2.436730146408081, 'ce_loss_without_sae': 2.333709478378296}, 'reconstruction_quality': {'explained_variance': 0.027667168527841568, 'mse': 18.923063278198242, 'cossim': 0.8848907351493835}, 'shrinkage': {'l2_norm_in': 43.2335090637207, 'l2_norm_out': 1.44835364818573, 'l2_ratio': 0.03206769376993179, 'relative_reconstruction_bias': 0.03904614597558975}, 'sparsity': {'l0': 2990.831298828125, 'l1': 2293.179443359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9795317652420363, 'ce_loss_with_ablation': 8.2566499710083, 'ce_loss_with_sae': 2.2025845050811768, 'ce_loss_without_sae': 2.0760791301727295}, 'reconstruction_quality': {'explained_variance': 0.05671954154968262, 'mse': 21.07297134399414, 'cossim': 0.8895706534385681}, 'shrinkage': {'l2_norm_in': 45.06440353393555, 'l2_norm_out': 1.5267057418823242, 'l2_ratio': 0.03227091580629349, 'relative_reconstruction_bias': 0.039013851433992386}, 'sparsity': {'l0': 3005.986572265625, 'l1': 2376.43603515625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9811115225541774, 'ce_loss_with_ablation': 8.236321449279785, 'ce_loss_with_sae': 2.245342969894409, 'ce_loss_without_sae': 2.1300039291381836}, 'reconstruction_quality': {'explained_variance': 0.050134219229221344, 'mse': 20.506107330322266, 'cossim': 0.8911861777305603}, 'shrinkage': {'l2_norm_in': 44.7835693359375, 'l2_norm_out': 1.5172969102859497, 'l2_ratio': 0.0323365293443203, 'relative_reconstruction_bias': 0.03905710205435753}, 'sparsity': {'l0': 3012.400146484375, 'l1': 2371.822265625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9816155557366733, 'ce_loss_with_ablation': 8.337739944458008, 'ce_loss_with_sae': 2.212841749191284, 'ce_loss_without_sae': 2.098129987716675}, 'reconstruction_quality': {'explained_variance': 0.05816371366381645, 'mse': 21.087133407592773, 'cossim': 0.8955299258232117}, 'shrinkage': {'l2_norm_in': 45.298702239990234, 'l2_norm_out': 1.5474988222122192, 'l2_ratio': 0.03258616849780083, 'relative_reconstruction_bias': 0.03904332220554352}, 'sparsity': {'l0': 3031.24169921875, 'l1': 2404.113037109375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
