Training SAE:   0%|          | 0/4096000 [00:00<?, ?it/s]                          /data/yusenp/NLP/KAN-LLaMA/sae_lens/training/activations_store.py:738: UserWarning: All samples in the training dataset have been exhausted, we are now beginning a new epoch with the same samples.
  warnings.warn(scaling factor:  46%|████▋     | 465/1000 [00:00<00:01, 519.34it/s]
Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:01<00:00, 537.26it/s]
4700| l0_loss: 11419.78516 | mse_loss: 0.37096:  59%|█████▉    | 2406400/4096000 [02:51<02:00, 14018.55it/s]
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.04059146434078652, 'ce_loss_with_ablation': 7.993437767028809, 'ce_loss_with_sae': 7.7620849609375, 'ce_loss_without_sae': 2.2938945293426514}, 'reconstruction_quality': {'explained_variance': -0.007425230927765369, 'mse': 23.74806785583496, 'cossim': 0.190702423453331}, 'shrinkage': {'l2_norm_in': 46.36882781982422, 'l2_norm_out': 0.26943597197532654, 'l2_ratio': 0.003550568362697959, 'relative_reconstruction_bias': 0.13589949905872345}, 'sparsity': {'l0': 1648.3157958984375, 'l1': 104.55757141113281}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9777248601521931, 'ce_loss_with_ablation': 8.298147201538086, 'ce_loss_with_sae': 2.5927512645721436, 'ce_loss_without_sae': 2.4627673625946045}, 'reconstruction_quality': {'explained_variance': 0.04519878700375557, 'mse': 22.53004264831543, 'cossim': 0.8619070053100586}, 'shrinkage': {'l2_norm_in': 46.59990692138672, 'l2_norm_out': 1.4634836912155151, 'l2_ratio': 0.029705479741096497, 'relative_reconstruction_bias': 0.03749660402536392}, 'sparsity': {'l0': 2789.676513671875, 'l1': 2176.58837890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9757773691154674, 'ce_loss_with_ablation': 8.28319263458252, 'ce_loss_with_sae': 2.571791887283325, 'ce_loss_without_sae': 2.4300124645233154}, 'reconstruction_quality': {'explained_variance': 0.042098261415958405, 'mse': 22.4842472076416, 'cossim': 0.8643145561218262}, 'shrinkage': {'l2_norm_in': 46.20121765136719, 'l2_norm_out': 1.456168293952942, 'l2_ratio': 0.029835239052772522, 'relative_reconstruction_bias': 0.03746144846081734}, 'sparsity': {'l0': 2840.100830078125, 'l1': 2204.57568359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9750714465128248, 'ce_loss_with_ablation': 8.250324249267578, 'ce_loss_with_sae': 2.5906853675842285, 'ce_loss_without_sae': 2.4459917545318604}, 'reconstruction_quality': {'explained_variance': 0.03901456668972969, 'mse': 22.05400848388672, 'cossim': 0.860049843788147}, 'shrinkage': {'l2_norm_in': 46.56402587890625, 'l2_norm_out': 1.4585915803909302, 'l2_ratio': 0.029667872935533524, 'relative_reconstruction_bias': 0.03748769313097}, 'sparsity': {'l0': 2886.926513671875, 'l1': 2237.892333984375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9791298118478909, 'ce_loss_with_ablation': 8.394744873046875, 'ce_loss_with_sae': 2.597576141357422, 'ce_loss_without_sae': 2.4740092754364014}, 'reconstruction_quality': {'explained_variance': 0.037289660423994064, 'mse': 22.05377960205078, 'cossim': 0.8644781112670898}, 'shrinkage': {'l2_norm_in': 46.65742111206055, 'l2_norm_out': 1.4691084623336792, 'l2_ratio': 0.02984217181801796, 'relative_reconstruction_bias': 0.037481989711523056}, 'sparsity': {'l0': 2903.4697265625, 'l1': 2256.03515625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9768571807021981, 'ce_loss_with_ablation': 8.180709838867188, 'ce_loss_with_sae': 2.5576534271240234, 'ce_loss_without_sae': 2.4244370460510254}, 'reconstruction_quality': {'explained_variance': 0.004474376793950796, 'mse': 19.397016525268555, 'cossim': 0.8764480948448181}, 'shrinkage': {'l2_norm_in': 43.826629638671875, 'l2_norm_out': 1.390844702720642, 'l2_ratio': 0.030378038063645363, 'relative_reconstruction_bias': 0.037514738738536835}, 'sparsity': {'l0': 2950.427001953125, 'l1': 2216.564697265625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9794151268803142, 'ce_loss_with_ablation': 7.890441417694092, 'ce_loss_with_sae': 2.5031895637512207, 'ce_loss_without_sae': 2.389962911605835}, 'reconstruction_quality': {'explained_variance': 0.0007530197035521269, 'mse': 18.594141006469727, 'cossim': 0.8786152005195618}, 'shrinkage': {'l2_norm_in': 43.51803970336914, 'l2_norm_out': 1.3841273784637451, 'l2_ratio': 0.030483100563287735, 'relative_reconstruction_bias': 0.03751297667622566}, 'sparsity': {'l0': 2955.6171875, 'l1': 2213.757568359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9758499189300791, 'ce_loss_with_ablation': 7.853931427001953, 'ce_loss_with_sae': 2.4409117698669434, 'ce_loss_without_sae': 2.3069517612457275}, 'reconstruction_quality': {'explained_variance': -0.0016113845631480217, 'mse': 18.040863037109375, 'cossim': 0.8761606216430664}, 'shrinkage': {'l2_norm_in': 43.0209846496582, 'l2_norm_out': 1.3630577325820923, 'l2_ratio': 0.030360335484147072, 'relative_reconstruction_bias': 0.037547361105680466}, 'sparsity': {'l0': 2996.851806640625, 'l1': 2212.135986328125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9798782082493456, 'ce_loss_with_ablation': 7.938239097595215, 'ce_loss_with_sae': 2.3819754123687744, 'ce_loss_without_sae': 2.2678775787353516}, 'reconstruction_quality': {'explained_variance': 0.003308691782876849, 'mse': 18.639301300048828, 'cossim': 0.8795440793037415}, 'shrinkage': {'l2_norm_in': 43.360958099365234, 'l2_norm_out': 1.3794978857040405, 'l2_ratio': 0.030518269166350365, 'relative_reconstruction_bias': 0.03754578158259392}, 'sparsity': {'l0': 3030.62060546875, 'l1': 2242.248046875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9855883108126859, 'ce_loss_with_ablation': 8.071582794189453, 'ce_loss_with_sae': 2.288607597351074, 'ce_loss_without_sae': 2.2040464878082275}, 'reconstruction_quality': {'explained_variance': 0.053091712296009064, 'mse': 22.68302345275879, 'cossim': 0.8843847513198853}, 'shrinkage': {'l2_norm_in': 46.916316986083984, 'l2_norm_out': 1.5190850496292114, 'l2_ratio': 0.03078310191631317, 'relative_reconstruction_bias': 0.03756313398480415}, 'sparsity': {'l0': 3038.737060546875, 'l1': 2382.719482421875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9832768690329949, 'ce_loss_with_ablation': 7.839266300201416, 'ce_loss_with_sae': 2.400338888168335, 'ce_loss_without_sae': 2.3078360557556152}, 'reconstruction_quality': {'explained_variance': -0.0074716657400131226, 'mse': 17.916664123535156, 'cossim': 0.8691580891609192}, 'shrinkage': {'l2_norm_in': 43.13790512084961, 'l2_norm_out': 1.3549789190292358, 'l2_ratio': 0.030081188306212425, 'relative_reconstruction_bias': 0.03754940629005432}, 'sparsity': {'l0': 3082.467041015625, 'l1': 2262.838623046875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9813928851529315, 'ce_loss_with_ablation': 7.9237236976623535, 'ce_loss_with_sae': 2.436962604522705, 'ce_loss_without_sae': 2.3329341411590576}, 'reconstruction_quality': {'explained_variance': 0.00018111290410161018, 'mse': 18.28717041015625, 'cossim': 0.8803787231445312}, 'shrinkage': {'l2_norm_in': 43.10671615600586, 'l2_norm_out': 1.3713093996047974, 'l2_ratio': 0.030555302277207375, 'relative_reconstruction_bias': 0.03752065822482109}, 'sparsity': {'l0': 3097.028076171875, 'l1': 2277.175048828125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9865915819366194, 'ce_loss_with_ablation': 7.754257678985596, 'ce_loss_with_sae': 2.447126865386963, 'ce_loss_without_sae': 2.374999523162842}, 'reconstruction_quality': {'explained_variance': 0.0017382439691573381, 'mse': 18.30831527709961, 'cossim': 0.8853880763053894}, 'shrinkage': {'l2_norm_in': 43.37139892578125, 'l2_norm_out': 1.3907442092895508, 'l2_ratio': 0.03079701028764248, 'relative_reconstruction_bias': 0.03755796328186989}, 'sparsity': {'l0': 3113.38232421875, 'l1': 2310.669189453125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9807248083085177, 'ce_loss_with_ablation': 7.706046104431152, 'ce_loss_with_sae': 2.4372622966766357, 'ce_loss_without_sae': 2.333709478378296}, 'reconstruction_quality': {'explained_variance': 0.025370169430971146, 'mse': 20.52065086364746, 'cossim': 0.8843251466751099}, 'shrinkage': {'l2_norm_in': 44.95268630981445, 'l2_norm_out': 1.4466770887374878, 'l2_ratio': 0.030803054571151733, 'relative_reconstruction_bias': 0.037537116557359695}, 'sparsity': {'l0': 3153.61767578125, 'l1': 2382.065185546875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9787820504981775, 'ce_loss_with_ablation': 8.2566499710083, 'ce_loss_with_sae': 2.2072181701660156, 'ce_loss_without_sae': 2.0760791301727295}, 'reconstruction_quality': {'explained_variance': 0.05431065708398819, 'mse': 22.852163314819336, 'cossim': 0.8880823254585266}, 'shrinkage': {'l2_norm_in': 46.85638427734375, 'l2_norm_out': 1.5232677459716797, 'l2_ratio': 0.030947137624025345, 'relative_reconstruction_bias': 0.03751254081726074}, 'sparsity': {'l0': 3173.3212890625, 'l1': 2470.204833984375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9799831733494843, 'ce_loss_with_ablation': 8.236321449279785, 'ce_loss_with_sae': 2.2522330284118652, 'ce_loss_without_sae': 2.1300039291381836}, 'reconstruction_quality': {'explained_variance': 0.04771453142166138, 'mse': 22.23713493347168, 'cossim': 0.889692485332489}, 'shrinkage': {'l2_norm_in': 46.56438064575195, 'l2_norm_out': 1.5140594244003296, 'l2_ratio': 0.031014183536171913, 'relative_reconstruction_bias': 0.03756125643849373}, 'sparsity': {'l0': 3181.570068359375, 'l1': 2466.59228515625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9810166062425019, 'ce_loss_with_ablation': 8.337739944458008, 'ce_loss_with_sae': 2.216578960418701, 'ce_loss_without_sae': 2.098129987716675}, 'reconstruction_quality': {'explained_variance': 0.05570920184254646, 'mse': 22.8675537109375, 'cossim': 0.8938280344009399}, 'shrinkage': {'l2_norm_in': 47.10000228881836, 'l2_norm_out': 1.5439198017120361, 'l2_ratio': 0.031246310099959373, 'relative_reconstruction_bias': 0.037545133382081985}, 'sparsity': {'l0': 3202.514404296875, 'l1': 2499.738037109375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
